========================================================================================================================
| FILENAME               | MODEL_TYPE      | PRETRAINED_MODEL       | BACKGROUND_TYPE        | Total                  |
| exp_E2                 | ideal           | resnet                 | gray                   | 752                    |
------------------------------------------------------------------------------------------------------------------------
saving data :	e:\Cloud\RashidPHD\Supplimentary_Files\AAAI_26\notebooks\E1_E2_E3_E7\results\resnet\resnet_ideal_gray\plots_IoU
code started:	2025-11-10 22:04:01.198394
------------------------------------------------------------------------------------------------------------------------
Image_no                  predicted_class        predicted_prob       class_id        background_class
ILSVRC2012_val_00036251   ladybug                6.94580602645874     301             -0.06957802921533585
ILSVRC2012_val_00046856   leaf_beetle            6.337135314941406    304             -0.7553110718727112
ILSVRC2012_val_00048026   ladybug                6.232973098754883    301             -0.06957802921533585
ILSVRC2012_val_00000618   sulphur_butterfly      6.512282848358154    325             -0.8941940665245056
ILSVRC2012_val_00003498   sulphur_butterfly      7.250635147094727    325             -0.8941940665245056
ILSVRC2012_val_00005117   sulphur_butterfly      7.058659076690674    325             -0.8941940665245056
ILSVRC2012_val_00013795   sulphur_butterfly      7.083218097686768    325             -0.8941940665245056
ILSVRC2012_val_00017342   cabbage_butterfly      6.956822872161865    324             -0.7026718258857727
ILSVRC2012_val_00019900   sulphur_butterfly      6.914276123046875    325             -0.8941940665245056
ILSVRC2012_val_00024754   sulphur_butterfly      6.752242088317871    325             -0.8941940665245056
ILSVRC2012_val_00025559   sulphur_butterfly      6.810140132904053    325             -0.8941940665245056
ILSVRC2012_val_00034626   sulphur_butterfly      7.986135005950928    325             -0.8941940665245056
ILSVRC2012_val_00034808   sulphur_butterfly      7.422060489654541    325             -0.8941940665245056
ILSVRC2012_val_00037381   sulphur_butterfly      6.735135555267334    325             -0.8941940665245056
ILSVRC2012_val_00041173   sulphur_butterfly      6.899178504943848    325             -0.8941940665245056
ILSVRC2012_val_00046093   sulphur_butterfly      7.205221652984619    325             -0.8941940665245056
ILSVRC2012_val_00047359   sulphur_butterfly      6.873528957366943    325             -0.8941940665245056
ILSVRC2012_val_00047683   sulphur_butterfly      6.762876033782959    325             -0.8941940665245056
ILSVRC2012_val_00049742   sulphur_butterfly      7.361397743225098    325             -0.8941940665245056
ILSVRC2012_val_00000097   wood_rabbit            6.159974575042725    330             -0.7032269239425659
ILSVRC2012_val_00002473   wood_rabbit            7.2777018547058105   330             -0.7032269239425659
ILSVRC2012_val_00017565   wood_rabbit            6.873147010803223    330             -0.7032269239425659
ILSVRC2012_val_00021667   wood_rabbit            6.834254741668701    330             -0.7032269239425659
ILSVRC2012_val_00021928   wood_rabbit            6.658176898956299    330             -0.7032269239425659
ILSVRC2012_val_00024858   wood_rabbit            7.336283206939697    330             -0.7032269239425659
ILSVRC2012_val_00026482   wood_rabbit            7.008417129516602    330             -0.7032269239425659
ILSVRC2012_val_00028827   hare                   6.443287372589111    331             -0.36010146141052246
ILSVRC2012_val_00029387   wood_rabbit            6.598443984985352    330             -0.7032269239425659
ILSVRC2012_val_00033548   wood_rabbit            7.343786716461182    330             -0.7032269239425659
ILSVRC2012_val_00033989   wood_rabbit            7.094516277313232    330             -0.7032269239425659
ILSVRC2012_val_00040218   wood_rabbit            6.461215019226074    330             -0.7032269239425659
ILSVRC2012_val_00041378   hare                   6.178691864013672    331             -0.36010146141052246
ILSVRC2012_val_00041387   wood_rabbit            6.400761604309082    330             -0.7032269239425659
ILSVRC2012_val_00049280   hare                   6.642490386962891    331             -0.36010146141052246
ILSVRC2012_val_00001226   hamster                6.927523612976074    333             -0.18743659555912018
ILSVRC2012_val_00001439   hamster                6.2840352058410645   333             -0.18743659555912018
ILSVRC2012_val_00004985   hamster                6.345631122589111    333             -0.18743659555912018
ILSVRC2012_val_00006185   hamster                6.278011798858643    333             -0.18743659555912018
ILSVRC2012_val_00010974   hamster                6.318109512329102    333             -0.18743659555912018
ILSVRC2012_val_00013528   hamster                6.285693645477295    333             -0.18743659555912018
ILSVRC2012_val_00014630   hamster                7.2724528312683105   333             -0.18743659555912018
ILSVRC2012_val_00023034   hamster                5.903008937835693    333             -0.18743659555912018
ILSVRC2012_val_00026102   hamster                6.150794506072998    333             -0.18743659555912018
ILSVRC2012_val_00029758   hamster                6.946691036224365    333             -0.18743659555912018
ILSVRC2012_val_00030463   hamster                7.0930094718933105   333             -0.18743659555912018
ILSVRC2012_val_00031690   hamster                6.99188232421875     333             -0.18743659555912018
ILSVRC2012_val_00036070   hamster                7.354308605194092    333             -0.18743659555912018
ILSVRC2012_val_00039958   hamster                7.071835041046143    333             -0.18743659555912018
ILSVRC2012_val_00039968   hamster                6.997312545776367    333             -0.18743659555912018
ILSVRC2012_val_00044948   guinea_pig             6.628469944000244    338             -0.8905592560768127
ILSVRC2012_val_00047144   hamster                7.461113929748535    333             -0.18743659555912018
ILSVRC2012_val_00003223   wild_boar              7.517513275146484    342             -0.5882916450500488
ILSVRC2012_val_00011042   wild_boar              6.945244789123535    342             -0.5882916450500488
ILSVRC2012_val_00013411   wild_boar              6.112163543701172    342             -0.5882916450500488
ILSVRC2012_val_00018260   wild_boar              6.838558197021484    342             -0.5882916450500488
ILSVRC2012_val_00023062   wild_boar              6.658203125          342             -0.5882916450500488
ILSVRC2012_val_00028931   wild_boar              6.592774868011475    342             -0.5882916450500488
ILSVRC2012_val_00034418   wild_boar              6.57326602935791     342             -0.5882916450500488
ILSVRC2012_val_00038735   wild_boar              7.099005699157715    342             -0.5882916450500488
ILSVRC2012_val_00040119   wild_boar              6.356441974639893    342             -0.5882916450500488
ILSVRC2012_val_00044402   brown_bear             5.969226837158203    294             -0.8177730441093445
ILSVRC2012_val_00045108   wild_boar              5.825260639190674    342             -0.5882916450500488
ILSVRC2012_val_00045758   wild_boar              6.845482349395752    342             -0.5882916450500488
ILSVRC2012_val_00046391   wild_boar              6.663382530212402    342             -0.5882916450500488
ILSVRC2012_val_00046930   wild_boar              6.511795520782471    342             -0.5882916450500488
ILSVRC2012_val_00049830   wild_boar              6.771207332611084    342             -0.5882916450500488
ILSVRC2012_val_00004753   spider_monkey          6.045546531677246    381             -0.8742416501045227
ILSVRC2012_val_00006447   gibbon                 6.756427764892578    368             -0.4724874496459961
ILSVRC2012_val_00006451   gibbon                 6.698431968688965    368             -0.4724874496459961
ILSVRC2012_val_00008017   gibbon                 6.341840744018555    368             -0.4724874496459961
ILSVRC2012_val_00009303   gibbon                 7.004262924194336    368             -0.4724874496459961
ILSVRC2012_val_00020978   gibbon                 6.916208267211914    368             -0.4724874496459961
ILSVRC2012_val_00025031   gibbon                 6.431567192077637    368             -0.4724874496459961
ILSVRC2012_val_00029738   orangutan              4.950084209442139    365             -0.2505997121334076
ILSVRC2012_val_00040852   gibbon                 6.419910430908203    368             -0.4724874496459961
ILSVRC2012_val_00041756   gibbon                 6.639748573303223    368             -0.4724874496459961
ILSVRC2012_val_00042637   gibbon                 6.924341201782227    368             -0.4724874496459961
ILSVRC2012_val_00046137   gibbon                 6.962507247924805    368             -0.4724874496459961
ILSVRC2012_val_00048939   siamang                7.13552188873291     369             -0.4420875906944275
ILSVRC2012_val_00002282   African_elephant       6.705564975738525    386             -1.0983370542526245
ILSVRC2012_val_00004013   African_elephant       5.975917339324951    386             -1.0983370542526245
ILSVRC2012_val_00004990   African_elephant       7.70195198059082     386             -1.0983370542526245
ILSVRC2012_val_00005109   African_elephant       6.411832809448242    386             -1.0983370542526245
ILSVRC2012_val_00010078   African_elephant       7.021816730499268    386             -1.0983370542526245
ILSVRC2012_val_00015578   African_elephant       7.666578769683838    386             -1.0983370542526245
ILSVRC2012_val_00016215   tusker                 7.066065311431885    101             -0.6376123428344727
ILSVRC2012_val_00022907   tusker                 6.560903072357178    101             -0.6376123428344727
ILSVRC2012_val_00027908   African_elephant       6.3053812980651855   386             -1.0983370542526245
ILSVRC2012_val_00038578   African_elephant       6.73103666305542     386             -1.0983370542526245
ILSVRC2012_val_00041799   tusker                 6.11090612411499     101             -0.6376123428344727
ILSVRC2012_val_00048090   tusker                 6.505288600921631    101             -0.6376123428344727
ILSVRC2012_val_00006448   giant_panda            7.161869525909424    388             -0.8857817649841309
ILSVRC2012_val_00006543   giant_panda            7.219362258911133    388             -0.8857817649841309
ILSVRC2012_val_00007107   giant_panda            6.829068660736084    388             -0.8857817649841309
ILSVRC2012_val_00008673   giant_panda            7.290960788726807    388             -0.8857817649841309
ILSVRC2012_val_00012726   giant_panda            7.393763065338135    388             -0.8857817649841309
ILSVRC2012_val_00021267   giant_panda            7.299798965454102    388             -0.8857817649841309
ILSVRC2012_val_00021488   giant_panda            6.265172004699707    388             -0.8857817649841309
ILSVRC2012_val_00022314   teddy                  5.629607677459717    850             0.1241052970290184
ILSVRC2012_val_00022427   teddy                  5.37715482711792     850             0.1241052970290184
ILSVRC2012_val_00023272   giant_panda            6.413501739501953    388             -0.8857817649841309
ILSVRC2012_val_00025542   giant_panda            7.327263355255127    388             -0.8857817649841309
ILSVRC2012_val_00027510   badger                 5.274200916290283    362             -0.6308220624923706
ILSVRC2012_val_00034983   giant_panda            7.201931953430176    388             -0.8857817649841309
ILSVRC2012_val_00042787   giant_panda            6.763533115386963    388             -0.8857817649841309
ILSVRC2012_val_00044876   giant_panda            7.019312381744385    388             -0.8857817649841309
ILSVRC2012_val_00045697   giant_panda            6.640557289123535    388             -0.8857817649841309
ILSVRC2012_val_00008292   airliner               7.292603969573975    404             1.5034019947052002
ILSVRC2012_val_00010597   airliner               6.573668003082275    404             1.5034019947052002
ILSVRC2012_val_00016995   airliner               6.659797668457031    404             1.5034019947052002
ILSVRC2012_val_00018616   airliner               6.691736698150635    404             1.5034019947052002
ILSVRC2012_val_00026189   airliner               6.719848155975342    404             1.5034019947052002
ILSVRC2012_val_00028019   airliner               6.532622337341309    404             1.5034019947052002
ILSVRC2012_val_00030531   airliner               6.784194469451904    404             1.5034019947052002
ILSVRC2012_val_00032804   airliner               7.032840251922607    404             1.5034019947052002
ILSVRC2012_val_00033920   airliner               6.659632205963135    404             1.5034019947052002
ILSVRC2012_val_00039213   airliner               6.436551094055176    404             1.5034019947052002
ILSVRC2012_val_00043242   warplane               5.45782995223999     895             2.4749488830566406
ILSVRC2012_val_00044253   airliner               6.539264678955078    404             1.5034019947052002
ILSVRC2012_val_00046234   warplane               6.288167953491211    895             2.4749488830566406
ILSVRC2012_val_00046971   airliner               6.43432092666626     404             1.5034019947052002
ILSVRC2012_val_00049062   wing                   7.001402854919434    908             1.7938014268875122
ILSVRC2012_val_00004924   ashcan                 8.671561241149902    412             -0.2436826378107071
ILSVRC2012_val_00023490   ashcan                 4.721292972564697    412             -0.2436826378107071
ILSVRC2012_val_00027314   stove                  4.615912437438965    827             -0.08417882025241852
ILSVRC2012_val_00028498   ashcan                 6.4913554191589355   412             -0.2436826378107071
ILSVRC2012_val_00030962   ashcan                 6.404666423797607    412             -0.2436826378107071
ILSVRC2012_val_00032347   ashcan                 7.458920478820801    412             -0.2436826378107071
ILSVRC2012_val_00042835   parking_meter          7.17762565612793     704             -0.7803619503974915
ILSVRC2012_val_00043970   ashcan                 6.317077159881592    412             -0.2436826378107071
ILSVRC2012_val_00044878   mailbox                5.8409295082092285   637             -0.3525608777999878
ILSVRC2012_val_00046138   ashcan                 8.616217613220215    412             -0.2436826378107071
ILSVRC2012_val_00049441   paper_towel            6.411161422729492    700             1.3673956394195557
ILSVRC2012_val_00049737   ashcan                 7.8098530769348145   412             -0.2436826378107071
ILSVRC2012_val_00000721   ballpoint              6.367742538452148    418             2.3148574829101562
ILSVRC2012_val_00001098   ballpoint              5.6402363777160645   418             2.3148574829101562
ILSVRC2012_val_00001412   stopwatch              5.978364944458008    826             1.86094331741333
ILSVRC2012_val_00010497   ballpoint              6.859959125518799    418             2.3148574829101562
ILSVRC2012_val_00011215   ballpoint              7.483358860015869    418             2.3148574829101562
ILSVRC2012_val_00016206   rule                   5.7764573097229      769             2.8838181495666504
ILSVRC2012_val_00016313   ballpoint              7.85005521774292     418             2.3148574829101562
ILSVRC2012_val_00023743   fountain_pen           6.426959991455078    563             1.5338165760040283
ILSVRC2012_val_00024607   wallet                 5.687895774841309    893             0.6686732769012451
ILSVRC2012_val_00027801   ballpoint              6.127702713012695    418             2.3148574829101562
ILSVRC2012_val_00036962   ballpoint              8.113884925842285    418             2.3148574829101562
ILSVRC2012_val_00043329   fountain_pen           6.89183235168457     563             1.5338165760040283
ILSVRC2012_val_00044470   ballpoint              7.4208292961120605   418             2.3148574829101562
ILSVRC2012_val_00046884   ballpoint              5.265948295593262    418             2.3148574829101562
ILSVRC2012_val_00048616   screwdriver            5.734432697296143    784             1.5713123083114624
ILSVRC2012_val_00005862   minivan                6.905587196350098    656             -1.020329236984253
ILSVRC2012_val_00008088   beach_wagon            8.42284870147705     436             -0.8213720321655273
ILSVRC2012_val_00023221   cab                    5.966409683227539    468             -0.9749785661697388
ILSVRC2012_val_00023474   beach_wagon            5.859030246734619    436             -0.8213720321655273
ILSVRC2012_val_00024318   beach_wagon            6.061272144317627    436             -0.8213720321655273
ILSVRC2012_val_00027049   minivan                6.133719444274902    656             -1.020329236984253
ILSVRC2012_val_00027293   convertible            7.678955078125       511             -0.6613864302635193
ILSVRC2012_val_00029094   beach_wagon            6.7404398918151855   436             -0.8213720321655273
ILSVRC2012_val_00031464   beach_wagon            6.738901138305664    436             -0.8213720321655273
ILSVRC2012_val_00037112   beach_wagon            7.351192951202393    436             -0.8213720321655273
ILSVRC2012_val_00037160   beach_wagon            6.592104434967041    436             -0.8213720321655273
ILSVRC2012_val_00041846   beach_wagon            6.2851667404174805   436             -0.8213720321655273
ILSVRC2012_val_00045148   minivan                5.763944149017334    656             -1.020329236984253
ILSVRC2012_val_00002527   beacon                 5.45494270324707     437             1.4043880701065063
ILSVRC2012_val_00009743   boathouse              5.933414936065674    449             -0.11854086071252823
ILSVRC2012_val_00011660   boathouse              6.647367477416992    449             -0.11854086071252823
ILSVRC2012_val_00012812   boathouse              7.013270854949951    449             -0.11854086071252823
ILSVRC2012_val_00021541   barn                   7.665588855743408    425             -0.233206644654274
ILSVRC2012_val_00025453   boathouse              6.980431079864502    449             -0.11854086071252823
ILSVRC2012_val_00031457   boathouse              7.715343952178955    449             -0.11854086071252823
ILSVRC2012_val_00034537   boathouse              7.494407653808594    449             -0.11854086071252823
ILSVRC2012_val_00041484   boathouse              6.51437520980835     449             -0.11854086071252823
ILSVRC2012_val_00042363   boathouse              7.235225677490234    449             -0.11854086071252823
ILSVRC2012_val_00045293   pier                   5.344315528869629    718             0.19853666424751282
ILSVRC2012_val_00048193   lakeside               7.289414882659912    975             -0.024357814341783524
ILSVRC2012_val_00000562   bullet_train           7.023415565490723    466             -0.8735279440879822
ILSVRC2012_val_00001805   passenger_car          4.467632293701172    705             -0.9707697629928589
ILSVRC2012_val_00002410   bullet_train           6.919382095336914    466             -0.8735279440879822
ILSVRC2012_val_00002700   bullet_train           6.765402793884277    466             -0.8735279440879822
ILSVRC2012_val_00004203   bullet_train           6.37368106842041     466             -0.8735279440879822
ILSVRC2012_val_00010671   bullet_train           6.917304515838623    466             -0.8735279440879822
ILSVRC2012_val_00012612   bullet_train           6.847542762756348    466             -0.8735279440879822
ILSVRC2012_val_00014818   bullet_train           6.669068813323975    466             -0.8735279440879822
ILSVRC2012_val_00015394   bullet_train           6.913967132568359    466             -0.8735279440879822
ILSVRC2012_val_00017843   bullet_train           6.148859977722168    466             -0.8735279440879822
ILSVRC2012_val_00020919   bullet_train           7.264168739318848    466             -0.8735279440879822
ILSVRC2012_val_00027463   bullet_train           6.736886978149414    466             -0.8735279440879822
ILSVRC2012_val_00029080   bullet_train           7.611396789550781    466             -0.8735279440879822
ILSVRC2012_val_00041806   bullet_train           6.230700969696045    466             -0.8735279440879822
ILSVRC2012_val_00048010   bullet_train           6.634930610656738    466             -0.8735279440879822
ILSVRC2012_val_00000089   cellular_telephone     7.350743770599365    487             1.3538211584091187
ILSVRC2012_val_00003469   cellular_telephone     7.218593120574951    487             1.3538211584091187
ILSVRC2012_val_00004117   tape_player            6.393364429473877    848             0.14303308725357056
ILSVRC2012_val_00008314   cellular_telephone     6.3612542152404785   487             1.3538211584091187
ILSVRC2012_val_00008541   hand-held_computer     6.177620887756348    590             -0.06224839389324188
ILSVRC2012_val_00009609   iPod                   6.994296073913574    605             1.090596318244934
ILSVRC2012_val_00010543   cellular_telephone     6.667680263519287    487             1.3538211584091187
ILSVRC2012_val_00011346   cellular_telephone     5.883649826049805    487             1.3538211584091187
ILSVRC2012_val_00013031   cellular_telephone     6.3845648765563965   487             1.3538211584091187
ILSVRC2012_val_00021818   hand-held_computer     6.073951721191406    590             -0.06224839389324188
ILSVRC2012_val_00023929   cellular_telephone     5.960354328155518    487             1.3538211584091187
